"universidad";"tipo_institucion";"carrera";"tipo_carrera";"url";"selector";"metodo_usado";"perfil_egreso";"error";"largo_perfil"
"Universidad de Valparaíso";"Universidad";"Ingeniería en Informática";"Profesional";"https://admision.uv.cl/carreras/ingenieria-en-informatica";"#tm-main .uk-text-justify";"requests";"Profesional integrador de tecnologías de la información y comunicación. Protagonistas de la revolución tecnológica. El/la Ingeniero/a en Informática de la Universidad de Valparaíso posee conocimientos en ciencias básicas, de la ingeniería y de la informática, caracterizándose como un profesional integrador de soluciones tecnológicas. Entre sus competencias se encuentran modelar y analizar grandes volúmenes de datos; gestionar, desarrollar e implantar soluciones eficientes de software; y diseñar e implementar sistemas de redes y telecomunicaciones. Esto le permite generar soluciones que integran información, software y hardware en diversos niveles organizacionales. Además, tiene conocimientos en la formulación de proyectos informáticos y la generación de emprendimientos basados en tecnología. Posee la capacidad de trabajar en equipos, resolver problemas con énfasis en la eficiencia, y generar soluciones innovadoras. También es capaz de pensar de manera crítica, comunicarse efectivamente en forma oral y escrita, aprender de forma autónoma y continua, y desempeñarse profesionalmente en forma ética y valórica.";"";"1123"
"Universidad de la Frontera";"Universidad";"Ingenieria Civil Informatica";"Profesional";"https://admision.ufro.cl/ingenieria-civil-informatica/";".elementor-widget-container p";"requests";"• Soluciones de vanguardia. • Creatividad e innovación. • Soluciones a problemas de gestión de la información centrado en las necesidades de las personas. Portada » Ingeniería Civil Informática *Esta carrera tiene ingreso a través de Plan Común Ingeniería Civil. El Ingeniero o la Ingeniera Civil Informático de la Universidad de La Frontera es un o una profesional del área de las tecnologías de la información y comunicación con capacidades para desempeñarse en los ámbitos de diseño e implementación de soluciones informáticas de vanguardia, ingeniería de software e ingeniería de datos , con la finalidad de contribuir al desarrollo económico y social del país. Su sello profesional es el diseño en ingeniería con innovación y responsabilidad social. Cuenta con formación profesional en ciencias básicas, ciencias de la ingeniería, ciencias de la computación y de especialidad, fundamentalmente integración de tecnologías informáticas, ingeniería de software, diseño de proyectos informáticos, análisis y seguridad de datos. La integración de estos conocimientos permite a este o esta profesional solucionar problemas de gestión de la información centrado en las necesidades de las personas a través de la mejora y automatización de los procesos organizacionales. Posee habilidades para comunicarse de manera global, integrar equipos de trabajo de alto rendimiento y aplicar nuevos conocimientos utilizando estrategias apropiadas de aprendizaje. Asimismo, reconoce las responsabilidades éticas en su quehacer profesional. Su formación le permite desempeñarse en organizaciones del sector público o privado, y ejercer su profesión en forma independiente. Su formación básica y aplicada le permite desempeñarse en la Gerencia de TI en el sector público o privado, ejercer su profesión en forma independiente como consultor o asesor en el ámbito de su disciplina, emprender iniciativas de negocio y continuar estudios, contribuyendo al desarrollo económico y social del país. *Quienes ingresen a estudiar a una de las carreras de Ingeniería Civil o Plan Común Ingeniería Civil UFRO, en el marco del proceso de Admisión 2024, deberán cursar todas las asignaturas correspondientes a primer año, sin opción de homologación o convalidación de estas, para asegurar el cumplimiento del nuevo perfil de egreso, y el sello formativo del curriculum innovado. La Universidad Historia Institucional Acreditación Institucional Acreditación y certificación de Carreras Conoce nuestros Campus y su entorno Agrupaciones y Programas Agrupaciones Estudiantiles Programa PROENTA-UFRO Programa PACE-UFRO Programa Yo Quiero Ser Profesor Programa Yo Quiero Ser Ingeniera División de Vinculación Temprana 800600450 vinculacion.temprana@ufrontera.cl Admisión 2026 | Sitio Perteneciente a la Universidad de La Frontera La Universidad Historia Institucional Acreditación Institucional Acreditación y certificación de Carreras Conoce nuestros Campus y su entorno Agrupaciones y Programas Agrupaciones Estudiantiles Programa PROENTA-UFRO Programa PACE-UFRO Programa Yo Quiero Ser Profesor Programa Yo Quiero Ser Ingeniera División de Vinculación Temprana +569 6760 2167 Admisión 2026 Sitio Perteneciente a la Universidad de La Frontera";"";"3209"
"Universidad de la Frontera";"Universidad";"Ingenieria Informática";"Profesional";"https://admision.ufro.cl/ingenieria-informatica/";".elementor-element-0713830";"requests";"El Ingeniero Informático de la Universidad de La Frontera podrá desempeñarse en el ámbito empresarial, comercial, industrial y de servicios, como ingeniero de software y de gestión de tecnologías de información, pudiendo desempeñarse como jefe de proyectos de ingeniería informática, consultor empresarial de sistemas de información, planificar estrategias de sistemas computacionales y de gestión informática. También puede desempeñarse en el diseño de soporte de redes de datos, explotación y mantención de sistemas computacionales, vigilancia tecnológica, administración de base de datos y otros relacionados a las tecnologías de información y las comunicaciones.";"";"666"
"Universidad de la Santisima Concepcion";"Universidad";"Ingenieria de Ejecucion en Informatica";"Profesional";"https://it.ucsc.cl/carreras/ingenieria-de-ejecucion-en-informatica/";"";"requests";"Técnico(a) Universitario(a) Analista de Sistemas y Programador(a) de Computadores El/la Técnico(a) Universitario(a) Analista de Sistemas y Programador(a) de Computadores egresado/a del Instituto Tecnológico de la Universidad Católica de la Santísima Concepción, es un/a Técnico/a Universitario/a de Nivel Superior comprometido/a con el respeto de la dignidad de la persona humana y con la promoción del bien común a partir de una visión cristiana del mundo y de la vida según los principios del sello identitario de la Institución. Este/a Técnico/a Universitario/a, se encuentra capacitado/a para el desarrollo de software, la automatización de procesos y la gestión de bases de datos, empleando diversos lenguajes de programación y herramientas de creación y mantención, siendo capaz de disponer de la información de forma estructurada, íntegra y funcional a los sistemas informáticos, usuarios u operadores que lo demanden. Se desempeña en instituciones públicas y privadas. Ingeniero/a de Ejecución en Informática El/la Ingeniero/a de Ejecución en Informática egresado/a del Instituto Tecnológico de la Universidad Católica de la Santísima Concepción, es un/a profesional comprometido/a con el respeto de la dignidad de la persona humana y con la promoción del bien común a partir de una visión cristiana del mundo y de la vida según los principios del sello identitario de la Institución. Este/a profesional se encuentra capacitado/a para el desarrollo de software y tecnologías de la información, con conocimientos en lenguajes de programación, recursos digitales e inteligencia de negocios, lo que le permite desenvolverse en los ámbitos del diseño, mantención y monitoreo tanto de bases de datos, como de sistemas informáticos, automatizando procesos. Se desempeña en instituciones públicas y privadas.";"";"1809"
"Universidad de la Santisima Concepcion";"Universidad";"Ingenieria Civil Informatica";"Profesional";"https://ingenieria.ucsc.cl/carreras/ingenieria-civil-informatica/";"";"requests";"El/la titulado/a de Ingeniería Civil Informática de la Universidad Católica de la Santísima Concepción (UCSC) demuestra conocimientos sólidos a nivel teórico-práctico en las áreas de desarrollo de software, infraestructura de tecnologías de la información e inteligencia artificial a través del diseño, la implementación y operación de sistemas informáticos. Su formación le permite proponer soluciones tecnológicas que responden a los requerimientos de la industria y la sociedad, mediante la aplicación de ciencia y tecnología, criterios de desarrollo sostenible, la innovación y el emprendimiento. Además, se caracteriza por su proactividad, pensamiento crítico, y autonomía en la toma de decisiones. Se adapta a situaciones emergentes, cambios tecnológicos y promueve el trabajo en equipo interdisciplinario. El/la Ingeniero/a Civil Informático/a de la UCSC es un/a profesional comprometido/a con el respeto de la dignidad de la persona humana y con la promoción del bien común, a partir de una visión cristiana del mundo y de la vida según los principios de identidad católica de la institución.";"";"1100"
"Universidad de la Serena";"Universidad";"Ingeniería Civil en Computación e Informática";"Profesional";"https://admision.userena.cl/carreras/ingenieria-civil-en-computacion-e-informatica";"#section-id-1724720371470";"requests";"Perfil de Egreso: El Ingeniero(a) Civil en Computación e Informática de la Universidad de la Serena es un profesional proactivo y consciente del impacto de su quehacer profesional en las personas, la sociedad y el medio ambiente, y cuenta con una sólida formación en ciencias de la ingeniería, y computación e informática, con énfasis en la producción de software y la aplicación de las técnicas de la inteligencia artificial. Competencias del Perfil de Egreso 1. Aplica tecnologías digitales y de la información para la gestión, desarrollo y toma de decisiones en proyectos de ingeniería en su especialidad. 2. Desarrolla su quehacer profesional de manera ética, responsable e inclusiva, conforme a principios democráticos, respetando la diversidad y la reciprocidad en el contexto social, cultural y ambiental. 3. Se comunica de manera efectiva en el idioma español, en forma simbólica en el lenguaje técnico y comprende el idioma inglés, en el contexto de su especialidad. 4. Autogestiona su aprendizaje implementando estrategias que le permitan acceder a una formación continua en un contexto de actualización en el ámbito de las ingenierías. 5. Soluciona problemas complejos de la ingeniería aplicando conocimientos científicos y tecnológicos desarrollados en base a una sólida formación en ciencias básicas, ciencias de la ingeniería y de la especialidad. 6. Utiliza metodologías de investigación en el ámbito de su disciplina, permitiendo su incorporación a equipos de trabajo interdisciplinarios de forma colaborativa. 7. Concibe y diseña sistemas computacionales e informáticos con énfasis en la innovación, emprendimiento y transferencia tecnológica, que incorpore Inteligencia Artificial y gestión de datos. 8. Implementa y opera sistemas computacionales e informáticos, con un fuerte componente científico y tecnológico aplicado, considerando las normas y la normativa legal vigente y los principios de desarrollo sustentable y sostenible. 9. Evalúa la evolución de las tecnologías de computación e informática para su adopción y/o desarrollo de soluciones con énfasis en el modelo de negocios en el ámbito de su quehacer. 10. Desarrolla y utiliza técnicas computacionales, recursos y herramientas de Ingeniería de Software e Inteligencia Artificial, con un enfoque orientado a la gestión y análisis de datos aplicados.";"";"2331"
"Universidad de las Américas";"Universidad";"Ingenieria en Informatica";"Profesional";"https://admision.udla.cl/carreras/diurno/ingenieria-en-informatica/";"#tab-2-pane";"requests";"El titulado de la carrera de Ingeniería de Ejecución en Informática de Universidad de Las Américas podrá desempeñarse en distintos ámbitos: Empresas productivas y de servicios, y organizaciones de cualquier rubro, dentro del área de la informática, como responsable de la infraestructura y servicios tecnológicos. Empresas proveedoras de servicios de desarrollo de software y soluciones tecnológicas; en las áreas de desarrollo, mantención e implementación de soluciones. Empresas de consultoría, asesorías y servicios de proyectos tecnológicos. Organismos gubernamentales y no gubernamentales. Emprendimientos, formando parte de equipos de desarrollo de negocios basados en tecnologías.";"";"687"
"Universidad de los Andes";"Universidad";"Ingenieria Civil en Ciencias de la Computacion";"Profesional";"https://admision.uandes.cl/carreras/area-ingenieria-y-administracion/ingenieria-civil-en-ciencias-de-la-computacion";"#ContentplaceholderMain_C087_Col01 p";"requests";"Buscamos formar ingenieros de excelencia, capaces de liderar proyectos que ayuden en el desarrollo del país, por medio del conocimiento profundo de la ingeniería, la perseverancia y esfuerzo en su trabajo. Con capacidad de identificar problemas, y con curiosidad por aprender y adquirir conocimientos y herramientas para proveer mejores soluciones. Nuestros alumnos se identifican por su capacidad de inserción en diferentes entornos, por su orden y eficiencia, por su capacidad de comunicación, y por su multidisciplinariedad. Nuestro objetivo como facultad, es contribuir a la formación de profesionales que quieran colaborar y vincularse con la industria y sus necesidades.";"";"676"
"Universidad de los Lagos";"Universidad";"Ingenieria Civil en Informatica";"Profesional";"https://admision.ulagos.cl/Carreras/ingenieria-civil-en-informatica/";".row.perfil";"requests";"El/La Ingeniero/a Civil en Informática de la Universidad de Los Lagos es un/a profesional con una sólida formación en ciencias básicas, de la ingeniería y de la disciplina, alineado a estándares nacionales e internacionales. Capaz de concebir, diseñar, implementar y gestionar aplicaciones informáticas, proyectos informáticos y tecnologías de información en organizaciones nacionales e internacionales. Como profesional integral se relaciona con el medio ambiente y ejerce su ciudadanía en forma responsable. Cuenta con las capacidades pertinentes para emprender e incorporar a equipos de trabajo multidisciplinarios. Además, es capaz de comunicarse adecuadamente en el idioma inglés en diferentes contextos.";"";"709"
"Universidad del Biobío";"Universidad";"Ingeniería Civil en Informática";"Profesional";"https://ubiobio.cl/admision/Todas_las_Carreras/17/Ingenieria_Civil_en_Informatica_Concepcion/";"";"requests";"El/la ingenier/a civil informático de la Universidad del Bío-Bío es un/a profesional capacitado/a para comprender la problemática organizacional en el ámbito de la informática y, a partir de ello, plantear y desarrollar soluciones pertinentes. Lo anterior se traduce en la formulación, evaluación, e implementación de proyectos de tecnologías de información y comunicación. Este profesional trabaja colaborativamente, lidera equipos multidisciplinarios en forma ética, proactiva, responsable y autónoma, respetando la diversidad de quienes conforman los equipos en que participa. El sello distintivo del o la egresado/a de esta carrera lo constituye su conocimiento de la gestión organizacional y su disposición hacia el logro de metas, optimizando los recursos informáticos disponibles en la organización en la que se desenvuelva. La formación profesional del ingeniero/a civil en informática contempla las áreas de: ciencias básicas, ciencias de la ingeniería, sistemas computacionales, ingeniería de software y base de datos y gestión de informática. Además, se distingue por el compromiso permanente con su aprendizaje, manejo del idioma inglés para apoyar el desarrollo de su trabajo y asumir su quehacer profesional y ciudadano, sirviendo a la sociedad con innovación, excelencia y responsabilidad social.";"";"1311"
"Universidad del Biobío";"Universidad";"Ingenieria de Ejecución en Computación e Informática";"Profesional";"https://ubiobio.cl/admision/Ciencias_Empresariales/21/Ingenieria_de_Ejecucion_en_Computacion_e_Informatica/";"";"requests";"El/la ingeniero/a de ejecución en computación e informática de la Universidad del Bío-Bío posee una sólida formación en las Tecnologías de Información y Comunicación (TIC) y en gestión organizacional. Lo anterior le permite analizar, diseñar, construir e implementar soluciones informáticas efectivas y eficientes para resolver diversas necesidades de la comunidad. Está capacitado para aplicar conocimientos en las áreas disciplinares de sistemas computacionales y TIC, gestión informática, ingeniería de software y área de las matemáticas. Se distingue por su capacidad de adaptación, autoaprendizaje, responsabilidad social, trabajo en equipo y respeto a la diversidad y es capaz de adaptarse con facilidad a distintos ambientes laborales y a las Tecnologías de Información y Comunicación emergentes, demostrando alta capacidad y motivación por un autoaprendizaje permanente y tenacidad para llevar adelante exitosamente los proyectos en que se involucra.";"";"958"
"Universidad del Desarrollo";"Universidad";"Ingenieria Civil en Informatica e Inteligencia Artificial";"Profesional";"https://ingenieria.udd.cl/carrera/ingenieria-civil-en-informatica-e-inteligencia-artificial/malla/";".text-row__content-inner p";"requests";"El modelo educativo de nuestra carrera, posee una línea – única en el país – de aprendizaje experiencial trabajando en la empresa . La carrera se imparte en la sede Santiago, tiene una duración de 10 semestres, con un programa formativo que desarrolla habilidades para identificar y resolver problemas complejos mediante el uso avanzado y combinado de las tecnologías de la información e inteligencia artificial , siendo capaz de aplicar dichos conocimientos a la planificación, diseño y gestión de proyectos de informática e innovación en todas las etapas del ciclo de vida de estos. La carrera, otorga el Grado Académico de Licenciado(a) en Ciencias al completar el 4° año, y el Título de Ingeniero Civil en Informática e Inteligencia Artificial al término del 5° año, una vez cumplidos los requisitos del Plan de Estudios. Ver malla";"";"835"
"Universidad del Desarrollo";"Universidad";"Ingenieria Civil en Informatica e Innovacion Tecnologica";"Profesional";"https://ingenieria.udd.cl/carrera/ingenieria-civil-en-informatica-e-innovacion-tecnologica/perfil-del-alumno/";".container.text";"requests";"Perfil de Egreso La carrera se imparte en la sede Santiago y Concepción, tiene una duración de 10 semestres, con un programa formativo que desarrolla habilidades para identificar y resolver problemas complejos mediante el uso avanzado y combinado de las tecnologías de la información e inteligencia artificial, siendo capaz de aplicar dichos conocimientos a la planificación, diseño y gestión de proyectos de informática e innovación en todas las etapas del ciclo de vida de estos. El perfil de egreso incluye: El Ingeniero Civil en Informática e Innovación Tecnológica de la Universidad del Desarrollo, es un profesional que posee sólidos conocimientos de las ciencias básicas, fundamentos de la ingeniería, tecnologías de la información y emergentes como inteligencia artificial . A la capacidad teórica desarrollada, se le suma un entrenamiento altamente experiencial y práctico , desarrollados durante el trabajo en las empresas socias del programa. Este profesional podrá resolver problemas complejos con el apoyo del manejo de tecnologías de punta , para mejorar la calidad de vida de las personas, incrementar y crear valor de los negocios , como también aumentar la productividad y eficiencia de las organizaciones en general. Puede así realizar un aporte concreto a un mundo más sustentable y sostenible , desde una perspectiva innovadora, emprendedora, global y ética . Se caracterizan por su capacidad de concebir y liderar procesos creativos de impacto concreto y medible, de forma colaborativa, interdisciplinaria y ágil . Junto a las competencias técnicas y profesionales obtenidas durante sus estudios, es capaz de aplicar dichos conocimientos a la planificación, diseño y gestión de proyectos de informática e innovación en todas las etapas del ciclo de vida de estos.";"";"1784"
