condicion,fold,feature,idf
Original,2,software,1.538996500732687
Original,2,soluciones,1.4054651081081644
Original,2,soluciones eficientes,3.2617630984737906
Original,2,soluciones informáticas,2.791759469228055
Original,2,soluciones innovadoras,2.9252908618525773
Original,2,soluciones software,3.0794415416798357
Original,2,soluciones tecnológicas,2.6739764335716716
Original,2,sostenible,2.791759469228055
Original,2,superior,3.2617630984737906
Original,2,sólida,2.5686159179138452
Original,2,sólida formación,2.6739764335716716
Original,2,tecnología,2.791759469228055
Original,2,tecnologías,1.3158529494184772
Original,2,tecnologías información,1.5753641449035618
Original,2,tecnológica,2.163150809805681
Original,2,tecnológicas,2.3062516534463544
Original,2,tecnológico,2.6739764335716716
Original,2,tecnológicos,2.386294361119891
Original,2,telecomunicaciones,3.0794415416798357
Original,2,tic,3.2617630984737906
Original,2,toma,2.791759469228055
Original,2,toma decisiones,2.791759469228055
Original,2,trabajar,2.791759469228055
Original,2,trabajo,1.9267620317414504
Original,2,transformación,2.3062516534463544
Original,2,transformación digital,2.47330573810952
Original,2,través,2.386294361119891
Original,2,técnicas,2.791759469228055
Original,2,técnico,3.0794415416798357
Original,2,técnicos,2.9252908618525773
Original,2,título,3.0794415416798357
Original,2,título profesional,3.2617630984737906
Original,2,universidad,1.5753641449035618
Original,2,universidad católica,3.0794415416798357
Original,2,universitario,3.772588722239781
Original,2,uso,2.47330573810952
Original,2,utilizando,3.0794415416798357
Original,2,vacantes,3.4849066497880004
Original,2,valor,2.6739764335716716
Original,2,valores,3.2617630984737906
Original,2,vida,2.6739764335716716
Original,2,vigente,3.4849066497880004
Original,2,visión,2.386294361119891
Original,2,ámbito,2.9252908618525773
Original,2,ámbitos,3.0794415416798357
Original,2,área,2.5686159179138452
Original,2,áreas,2.5686159179138452
Original,2,ética,2.09861228866811
Original,2,ético,2.5686159179138452
Original,2,éticos,3.0794415416798357
Original,3,10,3.1000608288825715
Original,3,2026,3.505525936990736
Original,3,académico,3.1000608288825715
Original,3,acciones,3.505525936990736
Original,3,acreditación,3.505525936990736
Original,3,acuerdo,3.2823823856765264
Original,3,adaptarse,2.9459101490553135
Original,3,además,2.4939250253122562
Original,3,administración,3.1000608288825715
Original,3,administrar,3.1000608288825715
Original,3,admisión,3.505525936990736
Original,3,alto,2.9459101490553135
Original,3,ambiental,3.1000608288825715
Original,3,amplio,3.2823823856765264
Original,3,analista,3.1000608288825715
Original,3,analista sistemas,3.505525936990736
Original,3,analizar,2.6945957207744073
Original,3,analítica,3.1000608288825715
Original,3,análisis,2.406913648322626
Original,3,análisis datos,2.9459101490553135
Original,3,aplica,3.1000608288825715
Original,3,aplicaciones,2.9459101490553135
Original,3,aplicación,2.8123787564307907
Original,3,aplicada,2.589235205116581
Original,3,aplicando,2.8123787564307907
Original,3,aplicar,2.6945957207744073
Original,3,apoyar,3.2823823856765264
Original,3,aprendizaje,2.406913648322626
Original,3,artificial,2.4939250253122562
Original,3,asimismo,2.9459101490553135
Original,3,así,2.406913648322626
Original,3,años,3.505525936990736
Original,3,basadas,3.505525936990736
Original,3,base,2.589235205116581
Original,3,bases,2.6945957207744073
Original,3,bases datos,2.6945957207744073
Original,3,bien,2.8123787564307907
Original,3,bien común,2.9459101490553135
Original,3,buenas,3.2823823856765264
Original,3,buenas prácticas,3.2823823856765264
Original,3,básicas,2.252762968495368
Original,3,básicas ciencias,2.6945957207744073
Original,3,básicas ingeniería,3.2823823856765264
Original,3,calidad,2.0586069540544107
Original,3,cambio,3.2823823856765264
Original,3,campo,2.9459101490553135
Original,3,campus,3.505525936990736
Original,3,capaces,2.8123787564307907
Original,3,capacidad,1.8960880245566356
Original,3,capacitado,2.589235205116581
Original,3,capaz,2.001448540214462
Original,3,capaz concebir,3.505525936990736
Original,3,carrera,1.8007778447523106
Original,3,carrera ingeniería,2.589235205116581
Original,3,carreras,3.505525936990736
Original,3,católica,2.6945957207744073
Original,3,chile,2.9459101490553135
Original,3,ciberseguridad,3.505525936990736
Original,3,ciclo,3.2823823856765264
Original,3,ciclo vida,3.505525936990736
Original,3,ciencia,2.589235205116581
Original,3,ciencia datos,3.2823823856765264
Original,3,ciencias,1.756326082181477
Original,3,ciencias básicas,2.252762968495368
Original,3,ciencias computación,3.2823823856765264
Original,3,ciencias ingeniería,2.3268709406490897
Original,3,civil,1.756326082181477
Original,3,civil computación,2.589235205116581
Original,3,civil informática,2.4939250253122562
Original,3,competencias,2.001448540214462
Original,3,complejos,2.589235205116581
Original,3,comprometido,2.8123787564307907
Original,3,compromiso,2.589235205116581
Original,3,computacionales,2.4939250253122562
Original,3,computación,1.9473813189441862
Original,3,computación informática,2.406913648322626
Original,3,comunicaciones,2.589235205116581
Original,3,comunicación,1.8472978603872037
Original,3,comunicación efectiva,2.9459101490553135
Original,3,comunicarse,2.9459101490553135
Original,3,común,2.6945957207744073
Original,3,concebir,3.2823823856765264
Original,3,concebir diseñar,3.505525936990736
Original,3,concepción,3.2823823856765264
Original,3,conocimiento,2.8123787564307907
Original,3,conocimientos,1.672944473242426
Original,3,considerando,2.406913648322626
Original,3,constante,3.1000608288825715
Original,3,construir,2.9459101490553135
Original,3,consultor,2.9459101490553135
Original,3,contexto,2.3268709406490897
Original,3,contextos,2.4939250253122562
Original,3,continua,2.8123787564307907
Original,3,contribuir,2.8123787564307907
Original,3,contribuyendo,2.8123787564307907
Original,3,crear,2.9459101490553135
Original,3,cristiana,3.1000608288825715
Original,3,criterios,2.8123787564307907
Original,3,crítico,2.8123787564307907
Original,3,cuenta,2.6945957207744073
Original,3,cultura,3.1000608288825715
Original,3,datos,1.6337237600891445
Original,3,decisiones,2.252762968495368
Original,3,desafíos,2.6945957207744073
Original,3,desarrolla,2.589235205116581
Original,3,desarrollar,1.9473813189441862
Original,3,desarrollar proyectos,3.1000608288825715
Original,3,desarrollar soluciones,3.1000608288825715
Original,3,desarrollo,1.5596157879354227
Original,3,desarrollo software,2.589235205116581
Original,3,desarrollo sostenible,3.2823823856765264
Original,3,desempeña,3.2823823856765264
Original,3,desempeñarse,2.406913648322626
Original,3,desempeño,2.6945957207744073
Original,3,diferentes,3.505525936990736
Original,3,digital,2.6945957207744073
Original,3,digitales,2.589235205116581
Original,3,dirección,3.505525936990736
Original,3,director,3.793208009442517
Original,3,disciplina,2.9459101490553135
Original,3,disciplinar,3.1000608288825715
Original,3,diseña,3.1000608288825715
Original,3,diseñar,1.9473813189441862
Original,3,diseñar desarrollar,2.9459101490553135
Original,3,diseñar implementar,2.8123787564307907
Original,3,diseño,2.3268709406490897
Original,3,distintos,2.8123787564307907
Original,3,diversas,3.2823823856765264
Original,3,diversidad,2.9459101490553135
Original,3,diversos,2.6945957207744073
Original,3,docente,3.505525936990736
Original,3,económico,3.2823823856765264
Original,3,educación,3.505525936990736
Original,3,educación superior,3.793208009442517
Original,3,efectiva,2.6945957207744073
Original,3,eficiencia,2.406913648322626
Original,3,eficiente,3.1000608288825715
Original,3,eficientes,2.9459101490553135
Original,3,egresado,2.589235205116581
Original,3,egresado ingeniería,3.2823823856765264
Original,3,egreso,2.4939250253122562
Original,3,ejecución,3.1000608288825715
Original,3,ejercicio,3.1000608288825715
Original,3,ello,3.2823823856765264
Original,3,emergentes,2.6945957207744073
Original,3,emprendedora,3.2823823856765264
Original,3,emprendimiento,2.589235205116581
Original,3,emprendimientos,3.1000608288825715
Original,3,empresarial,3.1000608288825715
Original,3,empresariales,3.793208009442517
Original,3,empresas,2.6945957207744073
Original,3,enfoque,2.8123787564307907
Original,3,entorno,2.406913648322626
Original,3,entornos,3.1000608288825715
Original,3,equipos,1.6337237600891445
Original,3,equipos multidisciplinarios,2.406913648322626
Original,3,equipos trabajo,2.6945957207744073
Original,3,especialidad,3.1000608288825715
Original,3,especialización,3.505525936990736
Original,3,estudiantes,3.505525936990736
Original,3,estudios,3.1000608288825715
Original,3,está,2.9459101490553135
Original,3,está capacitado,3.1000608288825715
Original,3,estándares,2.6945957207744073
Original,3,evaluación,3.2823823856765264
Original,3,evaluar,2.8123787564307907
Original,3,evaluar gestionar,3.2823823856765264
Original,3,evolución,2.9459101490553135
Original,3,experiencia,3.505525936990736
Original,3,fin,3.2823823856765264
Original,3,forma,2.1192315758708453
Original,3,formación,1.5245244681241528
Original,3,formación ciencias,2.6945957207744073
Original,3,formación integral,3.1000608288825715
Original,3,formación permite,3.1000608288825715
Original,3,formar,2.9459101490553135
Original,3,generar,2.9459101490553135
Original,3,generar soluciones,3.2823823856765264
Original,3,genéricas,3.2823823856765264
Original,3,gestiona,3.2823823856765264
Original,3,gestionar,1.8960880245566356
Original,3,gestionar desarrollar,3.2823823856765264
Original,3,gestionar proyectos,2.589235205116581
Original,3,gestión,1.756326082181477
Original,3,gestión proyectos,2.8123787564307907
Original,3,global,2.6945957207744073
Original,3,global social,3.793208009442517
Original,3,habilidades,2.1837700970084164
Original,3,hardware,3.1000608288825715
Original,3,herramientas,2.252762968495368
Original,3,humana,3.2823823856765264
Original,3,idioma,3.2823823856765264
Original,3,idioma inglés,3.2823823856765264
Original,3,impacto,2.9459101490553135
Original,3,impacto acciones,3.793208009442517
Original,3,implementa,3.2823823856765264
Original,3,implementación,2.8123787564307907
Original,3,implementar,2.1192315758708453
Original,3,implementar operar,3.2823823856765264
Original,3,independiente,3.2823823856765264
Original,3,industria,2.6945957207744073
Original,3,industrial,3.505525936990736
Original,3,información,1.3953127366441465
Original,3,información comunicaciones,2.8123787564307907
Original,3,información comunicación,2.9459101490553135
Original,3,informática,1.1782482314063187
Original,3,informática universidad,2.0586069540544107
Original,3,informáticas,2.1837700970084164
Original,3,informático,2.8123787564307907
Original,3,informáticos,1.756326082181477
Original,3,infraestructura,3.2823823856765264
Original,3,ingeniera,3.2823823856765264
Original,3,ingeniero,1.4260843953109001
Original,3,ingeniero civil,2.1837700970084164
Original,3,ingeniero ejecución,3.2823823856765264
Original,3,ingeniero informática,2.8123787564307907
Original,3,ingenieros,3.2823823856765264
Original,3,ingeniería,1.1782482314063187
Original,3,ingeniería aplicada,3.2823823856765264
Original,3,ingeniería ciencias,3.2823823856765264
Original,3,ingeniería civil,2.252762968495368
Original,3,ingeniería computación,3.2823823856765264
Original,3,ingeniería informática,2.3268709406490897
Original,3,ingeniería software,2.406913648322626
Original,3,inglés,2.8123787564307907
Original,3,innovación,1.8472978603872037
Original,3,innovadoras,2.406913648322626
Original,3,instituciones,2.9459101490553135
Original,3,instituciones públicas,3.2823823856765264
Original,3,integra,3.1000608288825715
Original,3,integración,3.1000608288825715
Original,3,integral,2.3268709406490897
Original,3,integrar,2.8123787564307907
Original,3,inteligencia,2.252762968495368
Original,3,inteligencia artificial,2.4939250253122562
Original,3,interdisciplinarios,2.9459101490553135
Original,3,investigación,2.9459101490553135
Original,3,jefe,3.1000608288825715
Original,3,junto,2.9459101490553135
Original,3,laboral,3.2823823856765264
Original,3,lenguajes,2.9459101490553135
Original,3,lenguajes programación,3.1000608288825715
Original,3,liderar,2.589235205116581
Original,3,liderar equipos,3.1000608288825715
Original,3,liderazgo,2.406913648322626
Original,3,manager,3.793208009442517
Original,3,manera,2.252762968495368
Original,3,mantención,3.1000608288825715
Original,3,mediante,2.6945957207744073
Original,3,medio,2.6945957207744073
Original,3,medio ambiente,3.2823823856765264
Original,3,mejora,2.4939250253122562
Original,3,mejora continua,3.1000608288825715
Original,3,metodologías,2.6945957207744073
Original,3,modelos,3.505525936990736
Original,3,multidisciplinarios,2.1837700970084164
Original,3,mundo,2.589235205116581
Original,3,mundo vida,3.505525936990736
Original,3,nacional,3.2823823856765264
Original,3,necesidades,2.252762968495368
Original,3,negocio,3.1000608288825715
Original,3,negocios,2.8123787564307907
Original,3,nivel,2.4939250253122562
Original,3,normas,3.1000608288825715
Original,3,nuevas,2.9459101490553135
Original,3,objetivos,3.2823823856765264
Original,3,oportunidades,3.1000608288825715
Original,3,organizacionales,2.589235205116581
Original,3,organizaciones,1.756326082181477
Original,3,organización,2.4939250253122562
Original,3,país,3.1000608288825715
Original,3,pensamiento,2.8123787564307907
Original,3,pensamiento crítico,3.1000608288825715
Original,3,perfil,2.0586069540544107
Original,3,perfil egreso,2.589235205116581
Original,3,perfil profesional,3.1000608288825715
Original,3,permanente,2.589235205116581
Original,3,permitan,2.8123787564307907
Original,3,permite,1.8960880245566356
Original,3,persona,2.9459101490553135
Original,3,persona humana,3.2823823856765264
Original,3,personas,2.406913648322626
Original,3,plan,3.505525936990736
Original,3,planificar,2.9459101490553135
Original,3,plataformas,2.8123787564307907
Original,3,posee,2.0586069540544107
Original,3,principios,2.3268709406490897
Original,3,principios éticos,3.2823823856765264
Original,3,privadas,2.8123787564307907
Original,3,problemas,1.756326082181477
Original,3,problemas complejos,2.6945957207744073
Original,3,problemáticas,3.1000608288825715
Original,3,procesos,1.713766467762681
Original,3,productos,2.4939250253122562
Original,3,profesional,1.2282586519809802
Original,3,profesional capaz,3.1000608288825715
Original,3,profesional integral,3.1000608288825715
Original,3,profesionales,2.3268709406490897
Original,3,profesión,2.9459101490553135
Original,3,programa,2.9459101490553135
Original,3,programación,2.8123787564307907
Original,3,promoción,3.2823823856765264
Original,3,promueve,3.2823823856765264
Original,3,propios,2.8123787564307907
Original,3,proyectos,1.2809023854664021
Original,3,proyectos informáticos,2.252762968495368
Original,3,proyectos ingeniería,2.9459101490553135
Original,3,proyectos tecnológicos,3.2823823856765264
Original,3,prácticas,2.9459101490553135
Original,3,puede,2.8123787564307907
Original,3,puede desempeñarse,3.2823823856765264
Original,3,públicas,2.8123787564307907
Original,3,públicas privadas,2.8123787564307907
Original,3,quehacer,2.9459101490553135
Original,3,quehacer profesional,3.2823823856765264
Original,3,reconoce,3.505525936990736
Original,3,recursos,2.406913648322626
Original,3,redes,2.4939250253122562
Original,3,relacionados,2.9459101490553135
Original,3,requerimientos,2.8123787564307907
Original,3,resolver,1.8960880245566356
Original,3,resolver problemas,2.1192315758708453
Original,3,respeto,2.9459101490553135
Original,3,responsabilidad,2.1192315758708453
Original,3,responsabilidad social,2.3268709406490897
Original,3,responsable,3.1000608288825715
Original,3,resultados,3.505525936990736
Original,3,riesgos,3.2823823856765264
Original,3,rol,3.505525936990736
Original,3,sector,3.2823823856765264
Original,3,seguridad,2.1192315758708453
Original,3,seguridad información,2.6945957207744073
Original,3,según,2.589235205116581
Original,3,sello,2.8123787564307907
Original,3,sentido,2.589235205116581
Original,3,servicios,2.252762968495368
Original,3,siendo,3.1000608288825715
Original,3,siendo capaz,3.1000608288825715
Original,3,sistemas,1.5245244681241528
Original,3,sistemas computacionales,2.9459101490553135
Original,3,sistemas información,2.406913648322626
Original,3,sistemas informáticos,2.8123787564307907
Original,3,situaciones,3.1000608288825715
Original,3,social,1.8007778447523106
Original,3,sociales,2.8123787564307907
Original,3,sociedad,2.589235205116581
Original,3,software,1.3953127366441465
Original,3,soluciones,1.4260843953109001
Original,3,soluciones eficientes,3.505525936990736
Original,3,soluciones informáticas,2.4939250253122562
Original,3,soluciones software,3.1000608288825715
Original,3,soluciones tecnológicas,2.4939250253122562
Original,3,sostenible,2.589235205116581
Original,3,sostenibles,3.2823823856765264
Original,3,superior,3.2823823856765264
Original,3,sólida,2.4939250253122562
Original,3,sólida formación,2.589235205116581
Original,3,tecnología,2.6945957207744073
Original,3,tecnologías,1.2809023854664021
Original,3,tecnologías información,1.6337237600891445
Original,3,tecnológica,2.1837700970084164
Original,3,tecnológicas,2.252762968495368
Original,3,tecnológico,2.4939250253122562
Original,3,tecnológicos,2.1192315758708453
Original,3,telecomunicaciones,3.2823823856765264
Original,3,tic,2.9459101490553135
Original,3,titulado,3.1000608288825715
Original,3,toma,2.4939250253122562
Original,3,toma decisiones,2.4939250253122562
Original,3,trabajar,2.8123787564307907
Original,3,trabajo,1.8007778447523106
Original,3,trabajo equipo,3.2823823856765264
Original,3,transformación,2.406913648322626
Original,3,transformación digital,2.6945957207744073
Original,3,través,2.1837700970084164
Original,3,trayectoria,3.2823823856765264
Original,3,técnicas,3.1000608288825715
Original,3,técnico,3.1000608288825715
Original,3,técnicos,3.1000608288825715
Original,3,título,3.505525936990736
Original,3,universidad,1.4260843953109001
Original,3,universidad católica,2.6945957207744073
Original,3,universitario,3.505525936990736
Original,3,uso,2.4939250253122562
Original,3,utilizando,3.1000608288825715
Original,3,valor,2.6945957207744073
Original,3,valores,3.2823823856765264
Original,3,vanguardia,3.505525936990736
Original,3,vida,2.589235205116581
Original,3,vida según,3.2823823856765264
Original,3,visión,2.3268709406490897
Original,3,visión cristiana,3.2823823856765264
Original,3,ámbito,2.4939250253122562
Original,3,ámbitos,2.8123787564307907
Original,3,área,2.8123787564307907
Original,3,áreas,2.3268709406490897
Original,3,énfasis,3.505525936990736
Original,3,ética,2.406913648322626
Original,3,ético,2.589235205116581
Original,3,éticos,2.589235205116581
Original,4,000,3.505525936990736
Original,4,10,3.1000608288825715
Original,4,2026,3.505525936990736
Original,4,acciones,3.2823823856765264
Original,4,acreditación,3.793208009442517
Original,4,actualización,2.9459101490553135
Original,4,acuerdo,2.9459101490553135
Original,4,adaptarse,3.1000608288825715
Original,4,además,2.1837700970084164
Original,4,admisión,3.505525936990736
Original,4,ambiental,2.9459101490553135
Original,4,analista,3.2823823856765264
Original,4,analizar,2.8123787564307907
Original,4,analítica,2.9459101490553135
Original,4,análisis,2.8123787564307907
Original,4,análisis datos,3.2823823856765264
Original,4,aplica,3.1000608288825715
Original,4,aplicaciones,3.2823823856765264
Original,4,aplicación,2.6945957207744073
Original,4,aplicada,2.9459101490553135
Original,4,aplicando,2.589235205116581
Original,4,aplicando conocimientos,3.2823823856765264
Original,4,aplicar,2.8123787564307907
Original,4,apoyar,3.1000608288825715
Original,4,aprendizaje,2.406913648322626
Original,4,arancel,3.793208009442517
Original,4,artificial,2.589235205116581
Original,4,asimismo,2.9459101490553135
Original,4,asociados,3.1000608288825715
Original,4,así,2.589235205116581
Original,4,autónoma,2.9459101490553135
Original,4,año,3.2823823856765264
Original,4,años,3.793208009442517
Original,4,basadas,3.2823823856765264
Original,4,base,2.9459101490553135
Original,4,bases,2.6945957207744073
Original,4,bases datos,2.8123787564307907
Original,4,bien,2.8123787564307907
Original,4,bien común,2.9459101490553135
Original,4,buenas,3.1000608288825715
Original,4,buenas prácticas,3.1000608288825715
Original,4,básicas,2.3268709406490897
Original,4,básicas ciencias,3.1000608288825715
Original,4,básicas ingeniería,3.1000608288825715
Original,4,calidad,2.252762968495368
Original,4,calidad seguridad,3.1000608288825715
Original,4,cambio,3.2823823856765264
Original,4,campo,3.1000608288825715
Original,4,campus,3.505525936990736
Original,4,capaces,2.589235205116581
Original,4,capacidad,1.8472978603872037
Original,4,capacidad trabajar,2.9459101490553135
Original,4,capacidades,2.9459101490553135
Original,4,capacitado,3.1000608288825715
Original,4,capaz,2.001448540214462
Original,4,capaz concebir,3.505525936990736
Original,4,carrera,1.9473813189441862
Original,4,carrera ingeniería,2.6945957207744073
Original,4,carreras,3.505525936990736
Original,4,católica,2.6945957207744073
Original,4,ciberseguridad,3.505525936990736
Original,4,ciclo,3.2823823856765264
Original,4,ciclo vida,3.505525936990736
Original,4,ciencia,2.6945957207744073
Original,4,ciencia datos,3.1000608288825715
Original,4,ciencias,1.713766467762681
Original,4,ciencias básicas,2.3268709406490897
Original,4,ciencias ingeniería,2.406913648322626
Original,4,civil,1.756326082181477
Original,4,civil computación,2.9459101490553135
Original,4,civil informática,2.252762968495368
Original,4,civil informático,2.9459101490553135
Original,4,competencias,2.0586069540544107
Original,4,complejos,2.589235205116581
Original,4,comprometido,2.8123787564307907
Original,4,compromiso,2.3268709406490897
Original,4,compromiso ético,3.1000608288825715
Original,4,computacionales,2.9459101490553135
Original,4,computación,2.1192315758708453
Original,4,computación informática,2.6945957207744073
Original,4,computadores,3.505525936990736
Original,4,comunicaciones,2.8123787564307907
Original,4,comunicación,2.001448540214462
Original,4,comunicación efectiva,2.8123787564307907
Original,4,comunicarse,2.8123787564307907
Original,4,común,2.6945957207744073
Original,4,concebir,3.2823823856765264
Original,4,concebir diseñar,3.2823823856765264
Original,4,concepción,3.2823823856765264
Original,4,conocimiento,2.9459101490553135
Original,4,conocimientos,1.756326082181477
Original,4,considerando,2.6945957207744073
Original,4,constante,3.1000608288825715
Original,4,consultor,3.1000608288825715
Original,4,contexto,2.406913648322626
Original,4,contextos,2.3268709406490897
Original,4,continua,2.589235205116581
Original,4,contribuir,3.1000608288825715
Original,4,contribuyendo,2.9459101490553135
Original,4,cristiana,3.1000608288825715
Original,4,criterios,3.2823823856765264
Original,4,crítico,2.6945957207744073
Original,4,cualquier,3.1000608288825715
Original,4,datos,1.5959834321062976
Original,4,decisiones,2.252762968495368
Original,4,desafíos,2.9459101490553135
Original,4,desarrolla,2.589235205116581
Original,4,desarrollar,2.001448540214462
Original,4,desarrollar soluciones,2.9459101490553135
Original,4,desarrollo,1.5245244681241528
Original,4,desarrollo software,2.6945957207744073
Original,4,desempeña,3.2823823856765264
Original,4,desempeñarse,2.3268709406490897
Original,4,desempeño,2.8123787564307907
Original,4,desenvolverse,2.9459101490553135
Original,4,diferentes,3.1000608288825715
Original,4,digital,2.589235205116581
Original,4,digitales,2.589235205116581
Original,4,director,3.793208009442517
Original,4,disciplina,2.8123787564307907
Original,4,disciplinar,3.2823823856765264
Original,4,diseña,2.9459101490553135
Original,4,diseñar,2.0586069540544107
Original,4,diseñar implementar,2.589235205116581
Original,4,diseño,2.3268709406490897
Original,4,distintas,2.8123787564307907
Original,4,diversa,3.1000608288825715
Original,4,diversa índole,3.2823823856765264
Original,4,diversas,3.1000608288825715
Original,4,diversidad,3.1000608288825715
Original,4,diversos,2.589235205116581
Original,4,económico,3.2823823856765264
Original,4,educación,3.793208009442517
Original,4,efectiva,2.406913648322626
Original,4,efectivamente,3.1000608288825715
Original,4,eficiencia,2.4939250253122562
Original,4,egresado,2.1837700970084164
Original,4,egresado ingeniería,3.1000608288825715
Original,4,egreso,2.406913648322626
Original,4,egreso ingeniero,3.1000608288825715
Original,4,ejecución,3.1000608288825715
Original,4,ello,3.2823823856765264
Original,4,emergentes,2.9459101490553135
Original,4,emprendimiento,2.8123787564307907
Original,4,emprendimientos,2.9459101490553135
Original,4,empresarial,3.505525936990736
Original,4,empresariales,3.793208009442517
Original,4,empresas,2.9459101490553135
Original,4,entorno,2.6945957207744073
Original,4,equipo,2.9459101490553135
Original,4,equipos,1.5959834321062976
Original,4,equipos multidisciplinarios,2.3268709406490897
Original,4,equipos trabajo,2.406913648322626
Original,4,especialidad,3.1000608288825715
Original,4,especialización,3.2823823856765264
Original,4,estrategias,3.2823823856765264
Original,4,está,3.2823823856765264
Original,4,estándares,2.4939250253122562
Original,4,estándares calidad,3.505525936990736
Original,4,evaluación,2.6945957207744073
Original,4,evaluar,2.4939250253122562
Original,4,evaluar gestionar,3.1000608288825715
Original,4,evolución,2.8123787564307907
Original,4,experiencia,3.793208009442517
Original,4,fin,3.505525936990736
Original,4,forma,1.9473813189441862
Original,4,formación,1.5959834321062976
Original,4,formación ciencias,2.9459101490553135
Original,4,formación permite,2.9459101490553135
Original,4,función,3.505525936990736
Original,4,generación,3.1000608288825715
Original,4,generando,3.1000608288825715
Original,4,generar,2.6945957207744073
Original,4,generar soluciones,3.1000608288825715
Original,4,gestiona,3.2823823856765264
Original,4,gestionar,2.001448540214462
Original,4,gestionar proyectos,2.589235205116581
Original,4,gestión,1.9473813189441862
Original,4,gestión información,3.505525936990736
Original,4,gestión proyectos,2.6945957207744073
Original,4,global,2.8123787564307907
Original,4,habilidades,2.406913648322626
Original,4,hardware,2.6945957207744073
Original,4,herramientas,2.252762968495368
Original,4,humana,3.2823823856765264
Original,4,identificar,3.1000608288825715
Original,4,idioma,3.1000608288825715
Original,4,idioma inglés,3.1000608288825715
Original,4,impacto,3.1000608288825715
Original,4,implementa,3.1000608288825715
Original,4,implementación,2.589235205116581
Original,4,implementar,2.1192315758708453
Original,4,implementar soluciones,3.1000608288825715
Original,4,industria,2.589235205116581
Original,4,información,1.3083013596545165
Original,4,información comunicaciones,2.9459101490553135
Original,4,información comunicación,2.9459101490553135
Original,4,informática,1.1541506798272583
Original,4,informática universidad,2.0586069540544107
Original,4,informáticas,2.3268709406490897
Original,4,informático,2.589235205116581
Original,4,informático universidad,3.1000608288825715
Original,4,informáticos,1.5596157879354227
Original,4,ingeniera,3.2823823856765264
Original,4,ingeniero,1.4578330936254802
Original,4,ingeniero civil,2.1837700970084164
Original,4,ingeniero ejecución,3.2823823856765264
Original,4,ingeniero informática,2.8123787564307907
Original,4,ingeniería,1.2029408439966904
Original,4,ingeniería civil,2.406913648322626
Original,4,ingeniería informática,2.001448540214462
Original,4,ingeniería software,2.3268709406490897
Original,4,inglés,2.8123787564307907
Original,4,innovación,1.756326082181477
Original,4,innovación emprendimiento,3.1000608288825715
Original,4,innovador,3.505525936990736
Original,4,innovadoras,2.406913648322626
Original,4,instituciones,2.9459101490553135
Original,4,instituciones públicas,3.1000608288825715
Original,4,instituto,3.1000608288825715
Original,4,integración,2.9459101490553135
Original,4,integral,2.589235205116581
Original,4,integrales,3.2823823856765264
Original,4,inteligencia,2.3268709406490897
Original,4,inteligencia artificial,2.589235205116581
Original,4,interdisciplinarios,3.1000608288825715
Original,4,internacionales,3.505525936990736
Original,4,investigación,2.8123787564307907
Original,4,jefe,3.2823823856765264
Original,4,junto,3.2823823856765264
Original,4,laboral,3.2823823856765264
Original,4,legal,3.505525936990736
Original,4,legal vigente,3.505525936990736
Original,4,lenguajes,2.9459101490553135
Original,4,lenguajes programación,3.1000608288825715
Original,4,liderando,3.505525936990736
Original,4,liderar,2.3268709406490897
Original,4,liderar equipos,2.589235205116581
Original,4,liderazgo,2.6945957207744073
Original,4,manager,3.793208009442517
Original,4,manejo,3.2823823856765264
Original,4,manera,2.6945957207744073
Original,4,mantención,3.1000608288825715
Original,4,marco,3.1000608288825715
Original,4,marcos,3.793208009442517
Original,4,mediante,2.9459101490553135
Original,4,medio,2.589235205116581
Original,4,mejora,2.4939250253122562
Original,4,mejora continua,3.1000608288825715
Original,4,metodologías,2.4939250253122562
Original,4,modelos,3.2823823856765264
Original,4,multidisciplinarios,1.9473813189441862
Original,4,mundo,2.6945957207744073
Original,4,nacional,3.1000608288825715
Original,4,necesidades,2.1837700970084164
Original,4,negocios,2.6945957207744073
Original,4,nivel,2.406913648322626
Original,4,normativa,3.2823823856765264
Original,4,normativa legal,3.505525936990736
Original,4,nuevas,2.9459101490553135
Original,4,objetivos,2.9459101490553135
Original,4,organizacionales,2.589235205116581
Original,4,organizaciones,1.756326082181477
Original,4,organización,2.252762968495368
Original,4,partir,2.9459101490553135
Original,4,país,2.8123787564307907
Original,4,pensamiento,2.8123787564307907
Original,4,pensamiento crítico,2.9459101490553135
Original,4,perfil,2.1192315758708453
Original,4,perfil egreso,2.406913648322626
Original,4,permanente,2.589235205116581
Original,4,permitan,2.8123787564307907
Original,4,permite,2.0586069540544107
Original,4,persona,2.8123787564307907
Original,4,personas,2.4939250253122562
Original,4,plan,3.1000608288825715
Original,4,planificar,3.1000608288825715
Original,4,plataformas,2.9459101490553135
Original,4,podrá,3.505525936990736
Original,4,posee,2.252762968495368
Original,4,presencial,3.2823823856765264
Original,4,principios,2.252762968495368
Original,4,principios éticos,3.2823823856765264
Original,4,privadas,2.9459101490553135
Original,4,privado,3.1000608288825715
Original,4,problemas,1.8472978603872037
Original,4,problemas complejos,2.9459101490553135
Original,4,problemáticas,2.9459101490553135
Original,4,procesos,1.8472978603872037
Original,4,productivo,3.793208009442517
Original,4,profesional,1.1782482314063187
Original,4,profesional capaz,3.1000608288825715
Original,4,profesionales,2.252762968495368
Original,4,profesionales capaces,3.2823823856765264
Original,4,profesión,3.1000608288825715
Original,4,programa,2.6945957207744073
