fila_datos,grado,n_titulos,n_tokens_aislados,tiene_eliminaciones,titulos_eliminados,tokens_eliminados,texto_original,texto_enmascarado,universidad,carrera,url
50,Informática,1,3,True,"[""Ingeniería en Informática""]","[""informáticas"", ""informática"", ""informáticos""]","El/la profesional de Ingeniería en Informática está preparado/a para diseñar, desarrollar e implementar sistemas y soluciones informáticas que respondan a las necesidades tecnológicas de las organizaciones. Su formación le permite abordar el ciclo completo del desarrollo de software , incorporando la programación informática , metodologías de trabajo, pruebas, aseguramiento de la calidad y criterios de seguridad de la información. Asimismo, está capacitado/a para analizar y diseñar sistemas, integrando componentes tecnológicos, bases de datos y plataformas digitales con una visión orientada al usuario y al cumplimiento de estándares técnicos. Puede formular, evaluar y gestionar proyectos informáticos, colaborar en equipos multidisciplinarios y apoyar la toma de decisiones tecnológicas de acuerdo con los requerimientos del cliente y los objetivos de la organización. Su labor se desarrolla en un contexto de constante evolución tecnológica, aportando a la mejora de procesos, la eficiencia operativa y la transformación digital de las organizaciones. Para ello, actúa conforme a principios éticos, criterios de calidad técnica y una actualización permanente de sus conocimientos.","El/la profesional de está preparado/a para diseñar, desarrollar e implementar sistemas y soluciones que respondan a las necesidades tecnológicas de las organizaciones. Su formación le permite abordar el ciclo completo del desarrollo de software , incorporando la programación , metodologías de trabajo, pruebas, aseguramiento de la calidad y criterios de seguridad de la información. Asimismo, está capacitado/a para analizar y diseñar sistemas, integrando componentes tecnológicos, bases de datos y plataformas digitales con una visión orientada al usuario y al cumplimiento de estándares técnicos. Puede formular, evaluar y gestionar proyectos , colaborar en equipos multidisciplinarios y apoyar la toma de decisiones tecnológicas de acuerdo con los requerimientos del cliente y los objetivos de la organización. Su labor se desarrolla en un contexto de constante evolución tecnológica, aportando a la mejora de procesos, la eficiencia operativa y la transformación digital de las organizaciones. Para ello, actúa conforme a principios éticos, criterios de calidad técnica y una actualización permanente de sus conocimientos.",AIEP,Ingenieria en Informatica,https://www.aiep.cl/admision/carrera/ingenieria-en-informatica/
51,Informática,0,1,True,[],"[""informáticos""]","Las y los titulados de Santo Tomás son profesionales preparados para desarrollar soluciones de software a problemáticas contextualizadas de la industria y/o sociedad, utilizando, difundiendo y evaluando tecnologías emergentes, gestionar proyectos informáticos de mediana envergadura de acuerdo a las definiciones y requerimientos de la organización en función de buenas prácticas de la industria, utilizando estándares y metodologías pertinentes, y realizar analítica de datos con la finalidad de la visualización y presentación de éstos para la toma de decisiones y mejora continua en las organizaciones. Adicionalmente, son capaces de colaborar con equipos de trabajo, generando espacios de reflexión y aprendizaje según objetivos establecidos. Pueden resolver problemas o situaciones de diversa índole, actuando de forma comprometida con otros, el grupo y el entorno. Ver perfil de egreso","Las y los titulados de Santo Tomás son profesionales preparados para desarrollar soluciones de software a problemáticas contextualizadas de la industria y/o sociedad, utilizando, difundiendo y evaluando tecnologías emergentes, gestionar proyectos de mediana envergadura de acuerdo a las definiciones y requerimientos de la organización en función de buenas prácticas de la industria, utilizando estándares y metodologías pertinentes, y realizar analítica de datos con la finalidad de la visualización y presentación de éstos para la toma de decisiones y mejora continua en las organizaciones. Adicionalmente, son capaces de colaborar con equipos de trabajo, generando espacios de reflexión y aprendizaje según objetivos establecidos. Pueden resolver problemas o situaciones de diversa índole, actuando de forma comprometida con otros, el grupo y el entorno. Ver perfil de egreso",Santo Tomas,Ingenieria en Informatica,https://www.tupuedes.cl/carreras/instituto-profesional/ingenieria-en-informatica/
52,Informática,1,3,True,"[""Ingeniería en Informática""]","[""informáticos"", ""informáticos"", ""informáticos""]","El egresado de la carrera de Ingeniería en Informática del Instituto Profesional IACC será un profesional que podrá generar y evaluar soluciones integrales, gestionar personas y recursos, liderar equipos de trabajo en diversos contextos, definir y planificar estrategias para innovar en procesos propios de su área profesional. Demostrará sólidos conocimientos ligados al área de la arquitectura de software, sistemas informáticos, aplicaciones y bases de datos, elementos asociados al soporte técnico de software, al desarrollo de proyectos tecnológicos, a la industria 4.0 , la normativa legal vigente, buenas prácticas de la industria, además de estándares de calidad y seguridad en ambientes dinámicos y globalizados. También poseerá conocimientos especializados propios de su campo disciplinar, a fin de aportar soluciones a los requerimientos del mercado laboral. Este profesional podrá generar soluciones a diversas problemáticas de los sectores productivos y de servicios, a través del levantamiento de información relevante para el diseño, determinación, programación, configuración y evaluación de sistemas informáticos y arquitecturas de software , bases de datos, aplicaciones e integración de sistemas de información, estableciendo niveles de seguridad adecuados para satisfacer los requerimientos de las organizaciones, la creación de valor y la innovación; a través de la utilización de herramientas tecnológicas aplicadas a su área de desempeño. También evaluará el soporte técnico de software , utilizando herramientas y técnicas específicas para la generación de soluciones innovadoras a diversas problemáticas asociadas a la continuidad operacional, mantención y gestión de incidencias según parámetros establecidos, requerimientos del cliente, buenas prácticas de la industria, normativa legal vigente , estándares de calidad y seguridad. Asimismo, podrá gestionar proyectos de tecnologías de información de acuerdo con las necesidades de la organización, evaluando su diseño y desarrollo , liderando e implementando estrategias de innovación y mejora de procesos de negocios, a partir de los requerimientos, buenas prácticas de la industria, normativa legal vigente, estándares de calidad y seguridad, metodologías, herramientas de gobierno y gestión TI. Por ello, podrá integrar o liderar equipos multidisciplinarios , tanto del sector público como privado, desarrollar la resolución de problemas de forma autónoma, gestionar la información con conocimiento y pensamiento crítico, adaptación al cambio, innovación y comunicación efectiva. Debido al sello distintivo de IACC , contará con la capacidad de autogestión y actualización disciplinar permanente lo que le permitirá revisar de manera integral, su desempeño y evolución de su ejercicio profesional, en el marco del compromiso ético – social, lo que favorece el manejo de las tecnologías relacionadas con la industria 4.0 y la transformación digital como elementos distintivos de la formación. Capacidades del Perfil de egreso Capacidades sello y de empleabilidad: Autogestión, competente para el mundo del trabajo, compromiso ético social, comunicación efectiva, resolución de problemas, trabajo colaborativo, gestión de la información y el conocimiento, manejo de tecnologías de la información y comunicación (TIC), pensamiento crítico. Capacidades disciplinares: Gestionar soluciones de hardware y software , utilizando herramientas tecnológicas, a partir de los requerimientos, buenas prácticas de la industria, normativa legal vigente, estándares de calidad y seguridad. Desarrollar modelos de arquitectura de software, diseño, evaluación e implementación de sistemas informáticos, bases de datos y aplicaciones para la optimación e innovación en distintos procesos a partir del levantamiento de información realizado, liderando equipos de trabajo, estableciendo estrategias de integración de componentes y sistemas, de acuerdo con las especificaciones técnicas, requerimientos del cliente, buenas prácticas de la industria, normativa legal vigente , estándares de calidad, seguridad y el impacto de sus actividades sobre la calidad de la prestación de servicios. Evaluar el soporte técnico de software, utilizando herramientas y técnicas específicas para la generación de soluciones innovadoras a diversas problemáticas asociadas a la continuidad operacional, mantención y gestión de incidencias, liderando equipos de trabajo según requerimientos del cliente, buenas prácticas de la industria, normativa legal vigente, estándares de calidad y seguridad. Gestionar proyectos de tecnologías de información de acuerdo con las necesidades de la organización, evaluando su desarrollo, liderando e implementando estrategias de innovación y mejora de procesos de negocios; a partir de los requerimientos, buenas prácticas de la industria, normativa legal vigente, estándares de calidad y seguridad, metodologías, herramientas de gobierno y gestión TI. Más información","El egresado de la carrera de del Instituto Profesional IACC será un profesional que podrá generar y evaluar soluciones integrales, gestionar personas y recursos, liderar equipos de trabajo en diversos contextos, definir y planificar estrategias para innovar en procesos propios de su área profesional. Demostrará sólidos conocimientos ligados al área de la arquitectura de software, sistemas , aplicaciones y bases de datos, elementos asociados al soporte técnico de software, al desarrollo de proyectos tecnológicos, a la industria 4.0 , la normativa legal vigente, buenas prácticas de la industria, además de estándares de calidad y seguridad en ambientes dinámicos y globalizados. También poseerá conocimientos especializados propios de su campo disciplinar, a fin de aportar soluciones a los requerimientos del mercado laboral. Este profesional podrá generar soluciones a diversas problemáticas de los sectores productivos y de servicios, a través del levantamiento de información relevante para el diseño, determinación, programación, configuración y evaluación de sistemas y arquitecturas de software , bases de datos, aplicaciones e integración de sistemas de información, estableciendo niveles de seguridad adecuados para satisfacer los requerimientos de las organizaciones, la creación de valor y la innovación; a través de la utilización de herramientas tecnológicas aplicadas a su área de desempeño. También evaluará el soporte técnico de software , utilizando herramientas y técnicas específicas para la generación de soluciones innovadoras a diversas problemáticas asociadas a la continuidad operacional, mantención y gestión de incidencias según parámetros establecidos, requerimientos del cliente, buenas prácticas de la industria, normativa legal vigente , estándares de calidad y seguridad. Asimismo, podrá gestionar proyectos de tecnologías de información de acuerdo con las necesidades de la organización, evaluando su diseño y desarrollo , liderando e implementando estrategias de innovación y mejora de procesos de negocios, a partir de los requerimientos, buenas prácticas de la industria, normativa legal vigente, estándares de calidad y seguridad, metodologías, herramientas de gobierno y gestión TI. Por ello, podrá integrar o liderar equipos multidisciplinarios , tanto del sector público como privado, desarrollar la resolución de problemas de forma autónoma, gestionar la información con conocimiento y pensamiento crítico, adaptación al cambio, innovación y comunicación efectiva. Debido al sello distintivo de IACC , contará con la capacidad de autogestión y actualización disciplinar permanente lo que le permitirá revisar de manera integral, su desempeño y evolución de su ejercicio profesional, en el marco del compromiso ético – social, lo que favorece el manejo de las tecnologías relacionadas con la industria 4.0 y la transformación digital como elementos distintivos de la formación. Capacidades del Perfil de egreso Capacidades sello y de empleabilidad: Autogestión, competente para el mundo del trabajo, compromiso ético social, comunicación efectiva, resolución de problemas, trabajo colaborativo, gestión de la información y el conocimiento, manejo de tecnologías de la información y comunicación (TIC), pensamiento crítico. Capacidades disciplinares: Gestionar soluciones de hardware y software , utilizando herramientas tecnológicas, a partir de los requerimientos, buenas prácticas de la industria, normativa legal vigente, estándares de calidad y seguridad. Desarrollar modelos de arquitectura de software, diseño, evaluación e implementación de sistemas , bases de datos y aplicaciones para la optimación e innovación en distintos procesos a partir del levantamiento de información realizado, liderando equipos de trabajo, estableciendo estrategias de integración de componentes y sistemas, de acuerdo con las especificaciones técnicas, requerimientos del cliente, buenas prácticas de la industria, normativa legal vigente , estándares de calidad, seguridad y el impacto de sus actividades sobre la calidad de la prestación de servicios. Evaluar el soporte técnico de software, utilizando herramientas y técnicas específicas para la generación de soluciones innovadoras a diversas problemáticas asociadas a la continuidad operacional, mantención y gestión de incidencias, liderando equipos de trabajo según requerimientos del cliente, buenas prácticas de la industria, normativa legal vigente, estándares de calidad y seguridad. Gestionar proyectos de tecnologías de información de acuerdo con las necesidades de la organización, evaluando su desarrollo, liderando e implementando estrategias de innovación y mejora de procesos de negocios; a partir de los requerimientos, buenas prácticas de la industria, normativa legal vigente, estándares de calidad y seguridad, metodologías, herramientas de gobierno y gestión TI. Más información",IACC,Ingenieria en Informatica,https://www.iacc.cl/carrera/ingenieria-en-informatica/?origen=google_ads_carreras&utm_campaign=39844489-_Search_CARRERA_ING_INFORMATICA&utm_source=ppc&utm_medium=google&utm_term=cpl&utm_content=ingenieria-en-informatica&utm_term=ingenier%C3%ADa%20en%20sistemas%20universidades&utm_campaign=IACC_Search_Carrera_Ingenieria_Inform%C3%A1tica&utm_source=adwords&utm_medium=ppc&hsa_acc=3643935547&hsa_cam=21457092417&hsa_grp=167767224914&hsa_ad=705590150535&hsa_src=g&hsa_tgt=kwd-589776510461&hsa_kw=ingenier%C3%ADa%20en%20sistemas%20universidades&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21457092417&gbraid=0AAAAAqi2tcnc4mlF6prfKC1hCFytIsM7a&gclid=CjwKCAjw46HPBhAMEiwASZpLRHfuoZDNIblNry7ovo2v8t2FkJLsAKlMxZYtNTqT4XptYu05OZwVSxoCjDsQAvD_BwE
53,Informática,1,1,True,"[""Ingeniería en Informática""]","[""informáticas""]","El egresado de Ingeniería en Informática de Iplacex es un profesional capaz de analizar requerimientos, diseñar, desarrollar e implementar soluciones informáticas para responder a las necesidades de organizaciones en distintos contextos, aplicando criterios de calidad, mejora continua y buenas prácticas durante el ciclo de vida del desarrollo de software. Integra conocimientos de programación, arquitectura de software, modelamiento de datos, desarrollo de aplicaciones multiplataforma e integración de servicios para desarrollar soluciones tecnológicas acordes a los requerimientos de cada proyecto, utilizando herramientas y lenguajes propios de la disciplina. Asimismo, aplica conocimientos de ciencia de datos, ingeniería de datos, inteligencia de negocios, inteligencia artificial y metodologías ágiles para analizar información, contribuir a la toma de decisiones y apoyar la gestión de proyectos tecnológicos, adaptándose a la evolución permanente de las tecnologías y a los desafíos de la industria. Complementa su formación con pensamiento analítico, capacidad de aprendizaje continuo, compromiso ético y una visión orientada a la innovación y la mejora continua, contribuyendo al desarrollo de soluciones tecnológicas que aporten valor a las organizaciones y a su entorno.","El egresado de de Iplacex es un profesional capaz de analizar requerimientos, diseñar, desarrollar e implementar soluciones para responder a las necesidades de organizaciones en distintos contextos, aplicando criterios de calidad, mejora continua y buenas prácticas durante el ciclo de vida del desarrollo de software. Integra conocimientos de programación, arquitectura de software, modelamiento de datos, desarrollo de aplicaciones multiplataforma e integración de servicios para desarrollar soluciones tecnológicas acordes a los requerimientos de cada proyecto, utilizando herramientas y lenguajes propios de la disciplina. Asimismo, aplica conocimientos de ciencia de datos, ingeniería de datos, inteligencia de negocios, inteligencia artificial y metodologías ágiles para analizar información, contribuir a la toma de decisiones y apoyar la gestión de proyectos tecnológicos, adaptándose a la evolución permanente de las tecnologías y a los desafíos de la industria. Complementa su formación con pensamiento analítico, capacidad de aprendizaje continuo, compromiso ético y una visión orientada a la innovación y la mejora continua, contribuyendo al desarrollo de soluciones tecnológicas que aporten valor a las organizaciones y a su entorno.",Iplacex,Ingenieria en Informatica,https://www.iplacex.cl/carreras/carreras-100-online/ingenieria-en-informatica/
54,Informática,1,1,True,"[""Ingeniería en Informática""]","[""informáticos""]","El programa de Ingeniería en Informática y Ciberseguridad forma profesionales que protegen la información y sistemas informáticos de una organización, evaluando riesgos, implementando medidas de seguridad y respondiendo a incidentes, además de liderar equipos multidisciplinarios que permitan garantizar la confidencialidad, integridad y disponibilidad de los datos digitales críticos de distintas organizaciones del sector público y privado, cumpliendo la normativa y legislación vigente a nivel nacional y bajo estándares internacionales en el área de la ciberseguridad.","El programa de y Ciberseguridad forma profesionales que protegen la información y sistemas de una organización, evaluando riesgos, implementando medidas de seguridad y respondiendo a incidentes, además de liderar equipos multidisciplinarios que permitan garantizar la confidencialidad, integridad y disponibilidad de los datos digitales críticos de distintas organizaciones del sector público y privado, cumpliendo la normativa y legislación vigente a nivel nacional y bajo estándares internacionales en el área de la ciberseguridad.",IP Los Leones,Ingenieria en Informatica y Ciberseguridad,https://ipleones.cl/carreras/ingenieria-en-informatica-y-ciberseguridad/
55,Ejecución,2,4,True,"[""Ingeniería Ejecución en Computación e Informática"", ""ingeniería informática""]","[""Ejecución"", ""Informática"", ""informáticos"", ""informáticos""]","Perfil de egreso Ingeniero/a Ejecución en Computación e Informática El egresado/a de Ingeniería Ejecución en Computación e Informática de la Universidad Católica del Maule, es un profesional con un marcado sello valórico cristiano y compromiso social; además de visión integradora, capaz de entender un problema, planificar estrategias tecnológicas de solución y resolver problemas basándose en la aplicación del diseño de software y tecnologías de la información. Su sólida formación tecnológica, lo capacita para concebir, diseñar, implementar y operar proyectos informáticos en contextos profesionales de diversa índole, tanto a nivel regional como nacional. Capacidades Adquiridas Competencias Profesionales 1. Resolver problemas en el ámbito de la ingeniería informática, aplicando conocimientos disciplinares; con pensamiento crítico y capacidad analítica. 2. Ejecutar proyectos de software, aplicando estándares y metodologías en el desarrollo, operación y mantenimiento de software de calidad que satisfacen necesidades organizacionales. 3. Implementar soluciones tecnológicas que involucren la integración de software y hardware para la interconectividad entre sistemas informáticos. 4. Implementar herramientas tecnológicas que apoyen la toma de decisiones en las organizaciones. Competencias Genéricas 5. Demostrar coherencia ética entre sus postulados valóricos y sus acciones, respetando los derechos humanos y participando activamente en las organizaciones comunitarias, haciendo primar la responsabilidad social desde una perspectiva cristiana. 6. Desarrollar la identidad regional, generando instancias de integración recíproca entre la Universidad y la comunidad. 7. Comunicar ideas, tanto en la lengua materna como en el idioma inglés, haciendo uso de las tecnologías de la información para desenvolverse en diversos escenarios, dando soluciones a diversas problemáticas de la especialidad.","Perfil de egreso Ingeniero/a en Computación e El egresado/a de de la Universidad Católica del Maule, es un profesional con un marcado sello valórico cristiano y compromiso social; además de visión integradora, capaz de entender un problema, planificar estrategias tecnológicas de solución y resolver problemas basándose en la aplicación del diseño de software y tecnologías de la información. Su sólida formación tecnológica, lo capacita para concebir, diseñar, implementar y operar proyectos en contextos profesionales de diversa índole, tanto a nivel regional como nacional. Capacidades Adquiridas Competencias Profesionales 1. Resolver problemas en el ámbito de la , aplicando conocimientos disciplinares; con pensamiento crítico y capacidad analítica. 2. Ejecutar proyectos de software, aplicando estándares y metodologías en el desarrollo, operación y mantenimiento de software de calidad que satisfacen necesidades organizacionales. 3. Implementar soluciones tecnológicas que involucren la integración de software y hardware para la interconectividad entre sistemas . 4. Implementar herramientas tecnológicas que apoyen la toma de decisiones en las organizaciones. Competencias Genéricas 5. Demostrar coherencia ética entre sus postulados valóricos y sus acciones, respetando los derechos humanos y participando activamente en las organizaciones comunitarias, haciendo primar la responsabilidad social desde una perspectiva cristiana. 6. Desarrollar la identidad regional, generando instancias de integración recíproca entre la Universidad y la comunidad. 7. Comunicar ideas, tanto en la lengua materna como en el idioma inglés, haciendo uso de las tecnologías de la información para desenvolverse en diversos escenarios, dando soluciones a diversas problemáticas de la especialidad.",Universidad Catolica del Maule,Ingenieria Ejecucion en Computacion e Informatica,https://files.griddo.ucm.cl/ingenieria-de-ejecucion-en-computacion-e-informatica.pdf
56,Ejecución,0,3,True,[],"[""Ejecución"", ""Informática"", ""informáticos""]","El/la Ingeniero/a de Ejecución en Informática egresado/a del Instituto Tecnológico de la Universidad Católica de la Santísima Concepción, es un profesional comprometido con el respeto de la dignidad de la persona humana y con la promoción del bien común a partir de una visión cristiana del mundo y de la vida según los principios del sello identitario de la institución. Este/a profesional se encuentra preparado/a para el desarrollo de software y tecnologías de la información, con conocimientos en lenguajes de programación, recursos digitales e Inteligencia de Negocios, lo que le permite desenvolverse en los ámbitos del diseño, mantención y monitoreo tanto de bases de datos como de sistemas informáticos, automatizando procesos. Este/a Ingeniero/a se desempeña en instituciones públicas y privadas.","El/la Ingeniero/a de en egresado/a del Instituto Tecnológico de la Universidad Católica de la Santísima Concepción, es un profesional comprometido con el respeto de la dignidad de la persona humana y con la promoción del bien común a partir de una visión cristiana del mundo y de la vida según los principios del sello identitario de la institución. Este/a profesional se encuentra preparado/a para el desarrollo de software y tecnologías de la información, con conocimientos en lenguajes de programación, recursos digitales e Inteligencia de Negocios, lo que le permite desenvolverse en los ámbitos del diseño, mantención y monitoreo tanto de bases de datos como de sistemas , automatizando procesos. Este/a Ingeniero/a se desempeña en instituciones públicas y privadas.",Universidad Catolica de la Santisima Concepción,Ingenieria de Ejecucion en Informatica,https://advance.ucsc.cl/carreras/ingenieria-de-ejecucion-en-informatica/
57,Informática,2,2,True,"[""Ingeniero en Informática"", ""Ingeniero en Informática""]","[""Informática"", ""informáticos""]","Descripción de la Carrera La carrera de Informática tiene como propósito formar Ingenieros en competencias que les permitan diseñar, desarrollar y mantener sistemas de información y tecnologías de la computación, cumpliendo con normas y estándares de calidad establecidos por los proveedores de los recursos tecnológicos. Con ello, el futuro profesional, estará capacitado para resolver problemas complejos utilizando tecnologías de la información y la comunicación (TIC) y aplicando principios de la ingeniería para crear soluciones eficientes y efectivas. Campo Laboral La o el Ingeniero en Informática puede encontrar oportunidades laborales en diversas industrias, como tecnología de la información, servicios financieros, atención médica, manufactura, educación y gobierno. Se desempeñan en una variedad de roles como desarrolladores de software, analistas de sistemas, ingenieros de redes, administradores de bases de datos, consultores de tecnología, entre otros. Además, se especializa en áreas clave como redes y comunicaciones, liderazgo de proyectos informáticos, ingeniería de software, ingeniería de sistemas, inteligencia artificial y ciberseguridad. Perfil de Egreso La o el profesional Ingeniero en Informática del Instituto Profesional de Chile, orienta su quehacer en las áreas de desarrollo e implementación de soluciones tecnológicas, que potencien la seguridad y protección de datos mediante técnicas de ciberseguridad, con enfoque en la creación de soluciones tecnológicas basadas en herramientas de vanguardia que den un valor diferenciador en diversos contextos. Cuenta con habilidades y destrezas en el desarrollo y optimización de sistemas y aplicaciones, asegurando la integridad y seguridad de la información en entornos digitales. Posee competencias para proponer soluciones innovadoras basadas en tecnologías de vanguardia, integrándolas de manera efectiva en la estrategia global de una organización para resguardar su información, optimizar sus procesos y mejorar su eficiencia. Además, integra habilidades de razonamiento lógico, comunicación efectiva y uso de herramientas tecnológicas para resolver problemas complejos en el contexto de ingeniería, promoviendo un entorno inclusivo al fomentar la participación equitativa de individuos con diversas habilidades y perspectivas. Se caracteriza por demostrar compromiso y permanente consciencia social con su entorno, por la capacidad de establecer relaciones sanas de cooperación mutua con equipos multidisciplinarios, fomentando la equidad de género, la diversidad e inclusión, adaptándose con responsabilidad a las exigencias que implica el desempeño laboral y profesional, confiando en sus habilidades técnicas para participar activamente en la creación de propuestas innovadoras, demostrando vocación de servicio y un alto sentido ético profesional en sus labores.","Descripción de la Carrera La carrera de tiene como propósito formar Ingenieros en competencias que les permitan diseñar, desarrollar y mantener sistemas de información y tecnologías de la computación, cumpliendo con normas y estándares de calidad establecidos por los proveedores de los recursos tecnológicos. Con ello, el futuro profesional, estará capacitado para resolver problemas complejos utilizando tecnologías de la información y la comunicación (TIC) y aplicando principios de la ingeniería para crear soluciones eficientes y efectivas. Campo Laboral La o el puede encontrar oportunidades laborales en diversas industrias, como tecnología de la información, servicios financieros, atención médica, manufactura, educación y gobierno. Se desempeñan en una variedad de roles como desarrolladores de software, analistas de sistemas, ingenieros de redes, administradores de bases de datos, consultores de tecnología, entre otros. Además, se especializa en áreas clave como redes y comunicaciones, liderazgo de proyectos , ingeniería de software, ingeniería de sistemas, inteligencia artificial y ciberseguridad. Perfil de Egreso La o el profesional del Instituto Profesional de Chile, orienta su quehacer en las áreas de desarrollo e implementación de soluciones tecnológicas, que potencien la seguridad y protección de datos mediante técnicas de ciberseguridad, con enfoque en la creación de soluciones tecnológicas basadas en herramientas de vanguardia que den un valor diferenciador en diversos contextos. Cuenta con habilidades y destrezas en el desarrollo y optimización de sistemas y aplicaciones, asegurando la integridad y seguridad de la información en entornos digitales. Posee competencias para proponer soluciones innovadoras basadas en tecnologías de vanguardia, integrándolas de manera efectiva en la estrategia global de una organización para resguardar su información, optimizar sus procesos y mejorar su eficiencia. Además, integra habilidades de razonamiento lógico, comunicación efectiva y uso de herramientas tecnológicas para resolver problemas complejos en el contexto de ingeniería, promoviendo un entorno inclusivo al fomentar la participación equitativa de individuos con diversas habilidades y perspectivas. Se caracteriza por demostrar compromiso y permanente consciencia social con su entorno, por la capacidad de establecer relaciones sanas de cooperación mutua con equipos multidisciplinarios, fomentando la equidad de género, la diversidad e inclusión, adaptándose con responsabilidad a las exigencias que implica el desempeño laboral y profesional, confiando en sus habilidades técnicas para participar activamente en la creación de propuestas innovadoras, demostrando vocación de servicio y un alto sentido ético profesional en sus labores.",IP Chile,Ingenieria en Informatica,https://www.ipchile.cl/carreras/ingenieria-en-informatica/
58,Civil,1,0,True,"[""Ingeniería Civil en Informática""]",[],"Quien egresa de la carrera de Ingeniería Civil en Informática de la Universidad Austral de Chile será capaz de diagnosticar necesidades y resolver problemas complejos que requieran soluciones computacionales, diseñar e implementar productos de software y soluciones tecnológicas de calidad, integrar plataformas tecnológicas y gestionar tecnologías de información de manera eficiente y sostenible, considerando criterios de seguridad de la información, privacidad y gestión de riesgos, tomando decisiones estratégicas en contextos organizacionales y de proyectos, desde un enfoque multidisciplinario.","Quien egresa de la carrera de de la Universidad Austral de Chile será capaz de diagnosticar necesidades y resolver problemas complejos que requieran soluciones computacionales, diseñar e implementar productos de software y soluciones tecnológicas de calidad, integrar plataformas tecnológicas y gestionar tecnologías de información de manera eficiente y sostenible, considerando criterios de seguridad de la información, privacidad y gestión de riesgos, tomando decisiones estratégicas en contextos organizacionales y de proyectos, desde un enfoque multidisciplinario.",Universidad Austral de Chile,Ingenieria Civil en Informatica,https://www.uach.cl/admision/valdivia/ingenieria-civil-en-informatica
59,Informática,1,1,True,"[""Ingeniero en Informática""]","[""Informáticos""]","Perfil de Egreso La persona titulada como Ingeniera o Ingeniero en Informática del Instituto Profesional Virginio Gómez son profesionales capaces de implantar Sistemas Informáticos en diferentes ambientes de operación, cautelando la confidencialidad de la información y estándares disciplinarios de calidad y seguridad. Evidencian una actitud flexible, perseverante y entusiasta, buscando el logro de sus objetivos con espíritu crítico, capacidad de trabajar en contextos colaborativos, globalizados y multidisciplinarios respetando la diversidad humana y el desarrollo sustentable. Descargar Malla","Perfil de Egreso La persona titulada como Ingeniera o del Instituto Profesional Virginio Gómez son profesionales capaces de implantar Sistemas en diferentes ambientes de operación, cautelando la confidencialidad de la información y estándares disciplinarios de calidad y seguridad. Evidencian una actitud flexible, perseverante y entusiasta, buscando el logro de sus objetivos con espíritu crítico, capacidad de trabajar en contextos colaborativos, globalizados y multidisciplinarios respetando la diversidad humana y el desarrollo sustentable. Descargar Malla",Instituto profesional Virginio Gomez,Ingenieria en Informatica,https://admision.virginiogomez.cl/carreras/ingenieria-en-informatica/
60,Civil,1,2,True,"[""Ingeniería Informática""]","[""informáticas"", ""informáticos""]","La sólida formación en las Ciencias de la Ingeniería Informática te permitirá resolver problemas complejos vinculados al diseño, desarrollo, integración y evaluación de soluciones informáticas avanzadas, respondiendo con pertinencia y eficiencia a los desafíos tecnológicos, organizacionales y sociales que emergen en contextos dinámicos, tanto a nivel nacional como internacional. Adquirirás competencias para crear y liderar soluciones digitales innovadoras, formular y gestionar proyectos informáticos, aplicar tecnologías emergentes y proponer procesos de investigación aplicada orientados al desarrollo disciplinar y a la transformación digital sostenible, aportando valor estratégico a las organizaciones en las que se desempeña con un marcado compromiso ético-social y con valores asociados a la inclusión, sostenibilidad y pensamiento crítico.","La sólida formación en las Ciencias de la te permitirá resolver problemas complejos vinculados al diseño, desarrollo, integración y evaluación de soluciones avanzadas, respondiendo con pertinencia y eficiencia a los desafíos tecnológicos, organizacionales y sociales que emergen en contextos dinámicos, tanto a nivel nacional como internacional. Adquirirás competencias para crear y liderar soluciones digitales innovadoras, formular y gestionar proyectos , aplicar tecnologías emergentes y proponer procesos de investigación aplicada orientados al desarrollo disciplinar y a la transformación digital sostenible, aportando valor estratégico a las organizaciones en las que se desempeña con un marcado compromiso ético-social y con valores asociados a la inclusión, sostenibilidad y pensamiento crítico.",Universidad de Playa Ancha,Ingenieria Civil en Informatica,https://www.upla.cl/admision/carreras-profesionales/facultad-de-ingenieria/ingenieria-civil-informatica/
