fold_externo,fold_interno,rol,fila_datos,grupo_cv,grado
4,2,train,52,grupo_052,Informática
4,2,train,53,grupo_053,Informática
4,2,train,56,grupo_029,Ejecución
4,2,train,59,grupo_058,Informática
4,2,train,60,grupo_059,Civil
4,2,validacion,7,grupo_007,Civil
4,2,validacion,14,grupo_014,Civil
4,2,validacion,16,grupo_016,Civil
4,2,validacion,18,grupo_018,Civil
4,2,validacion,19,grupo_019,Civil
4,2,validacion,21,grupo_021,Civil
4,2,validacion,31,grupo_031,Informática
4,2,validacion,34,grupo_034,Informática
4,2,validacion,36,grupo_036,Informática
4,2,validacion,44,grupo_044,Civil
4,2,validacion,48,grupo_048,Informática
4,2,validacion,54,grupo_054,Informática
4,2,validacion,55,grupo_055,Ejecución
4,2,validacion,61,grupo_060,Informática
4,2,validacion,62,grupo_061,Informática
4,2,validacion,63,grupo_062,Civil
4,3,train,1,grupo_001,Ejecución
4,3,train,2,grupo_002,Civil
4,3,train,3,grupo_003,Informática
4,3,train,4,grupo_004,Civil
4,3,train,7,grupo_007,Civil
4,3,train,9,grupo_009,Informática
4,3,train,10,grupo_010,Civil
4,3,train,13,grupo_013,Civil
4,3,train,14,grupo_014,Civil
4,3,train,15,grupo_015,Informática
4,3,train,16,grupo_016,Civil
4,3,train,18,grupo_018,Civil
4,3,train,19,grupo_019,Civil
4,3,train,20,grupo_020,Informática
4,3,train,21,grupo_021,Civil
4,3,train,27,grupo_027,Civil
4,3,train,28,grupo_028,Civil
4,3,train,30,grupo_030,Civil
4,3,train,31,grupo_031,Informática
4,3,train,34,grupo_034,Informática
4,3,train,36,grupo_036,Informática
4,3,train,38,grupo_038,Civil
4,3,train,40,grupo_040,Informática
4,3,train,44,grupo_044,Civil
4,3,train,48,grupo_048,Informática
4,3,train,49,grupo_049,Informática
4,3,train,53,grupo_053,Informática
4,3,train,54,grupo_054,Informática
4,3,train,55,grupo_055,Ejecución
4,3,train,61,grupo_060,Informática
4,3,train,62,grupo_061,Informática
4,3,train,63,grupo_062,Civil
4,3,validacion,23,grupo_023,Civil
4,3,validacion,24,grupo_024,Civil
4,3,validacion,26,grupo_026,Informática
4,3,validacion,29,grupo_029,Ejecución
4,3,validacion,33,grupo_033,Civil
4,3,validacion,37,grupo_037,Informática
4,3,validacion,41,grupo_041,Civil
4,3,validacion,43,grupo_043,Civil
4,3,validacion,46,grupo_046,Civil
4,3,validacion,47,grupo_047,Civil
4,3,validacion,50,grupo_050,Informática
4,3,validacion,51,grupo_051,Informática
4,3,validacion,52,grupo_052,Informática
4,3,validacion,56,grupo_029,Ejecución
4,3,validacion,59,grupo_058,Informática
4,3,validacion,60,grupo_059,Civil
